row_id,query_uid,hinglish_query,devanagari_transliteration,normalized_query,category,search_intent,search_volume_monthly,keyword_difficulty,cpc_inr,competition_score,serp_feature,avg_position,impressions_monthly,clicks_pct,platform_source,target_region,primary_device,language_mix_type,has_slang,has_roman_hindi,base_query_en,year_tagged,is_question_query,word_count
1298,FFC43EBE,coconut chutney recipe swadisht,coconut chutney recipe swadisht,coconut chutney recipar swadisht,Food & Recipes,Transactional,18241,87,1.74,0.26,Video Carousel,38.3,96065,0.76,Swiggy,UP & Bihar,Mobile,English-dominant Hinglish,True,True,coconut chutney recipe,2024,False,4
1299,5948C333,kya intermittent fasting kya hota hai sahi hai,क्या intermittent fasting क्या होता है sahi है,kya intermittent fasting kya hota hai sahi hai,Food & Recipes,Informational,81858,91,0.11,0.48,Local Pack,39.6,300806,0.72,Amazon India,Tamil Nadu,Tablet,Hinglish,False,True,intermittent fasting kya hota hai,,True,8
1300,A4B63C1C,kadhi recipe punjabi style 2024,kadhi recipe punjabi style 2024,kadhi recipar punjabi style 2024,Food & Recipes,Transactional,15080,11,4.09,0.74,Featured Snippet,2.5,63696,0.8,YouTube,Pan India,Mobile,Hindi-dominant Hinglish,False,True,kadhi recipe punjabi style,2024,False,5
1301,1D97D5CE,healthy chatpata ideas indian,healthy chatpata ideas indian,healthy chatpata ideas indian,Food & Recipes,Navigational,17735,52,1.6,0.51,Knowledge Panel,11.8,125036,0.61,Amazon India,Tamil Nadu,Desktop,English-dominant Hinglish,True,False,healthy breakfast ideas indian,2025,False,4
1302,7D96615A,weight loss ke liye kya khayein hindi mein,weight loss के liye क्या khayein hindi में,weight loss ke liye kya khayein hindi me,Food & Recipes,Transactional,66632,65,3.23,0.36,People Also Ask,41.1,346877,0.52,YouTube,UP & Bihar,Mobile,Hinglish,False,True,weight loss ke liye kya khayein,2025,False,8
1303,17193ED7,samosa filling recipe,samosa filling recipe,samosa filling recipar,Food & Recipes,Commercial Investigation,31880,91,2.3,0.83,Knowledge Panel,47.2,90853,0.31,Nykaa,Delhi NCR,Tablet,Hinglish,False,True,samosa filling recipe,2025,False,3
1304,729C04A7,weight loss ke liye kya khayein chatpata,weight loss के liye क्या khayein chatpata,weight loss ke liye kya khayein chatpata,Food & Recipes,Transactional,18280,85,1.86,0.58,Video Carousel,45.2,133047,0.45,Zepto,South India,Desktop,Hindi-dominant Hinglish,True,True,weight loss ke liye kya khayein,,False,7
1305,2963DB15,kya maggi pe naya twist sahi hai,क्या maggi पे naya twist sahi है,kya maggi par naya twist sahi hai,Food & Recipes,Informational,65381,86,0.62,0.45,Featured Snippet,37.6,227346,0.33,Google India,South India,Mobile,English-dominant Hinglish,False,True,maggi pe naya twist,2024,True,7
1306,FF6B0D46,dal makhani ghar ka khana hindi,dal makhani घर का khana hindi,dal makhani ghar ka khana hindi,Food & Recipes,Transactional,41994,12,2.67,0.46,Local Pack,44.1,262152,0.66,JioSaavn,South India,Desktop,Hinglish,True,True,dal makhani recipe hindi,,False,6
1307,67A55144,samosa filling recipe hindi mein,samosa filling recipe hindi में,samosa filling recipar hindi me,Food & Recipes,Commercial Investigation,26071,31,1.48,0.79,None,5.4,176679,0.79,JioSaavn,Gujarat,Tablet,English-dominant Hinglish,False,True,samosa filling recipe,2024,False,5
1308,4F2374C9,poha banane ka sahi tarika jugaad,poha banane का sahi tarika jugaad,poha banane ka sahi tarika jugaad,Food & Recipes,Informational,7553,93,0.22,0.57,Image Pack,16.2,51073,0.7,JioSaavn,North India,Tablet,Hindi-dominant Hinglish,True,True,poha banane ka sahi tarika,,False,6
1309,492F3F28,kya summer drinks ghar pe banayein sahi hai,क्या summer drinks घर पे banayein sahi है,kya summer drinks ghar par banayein sahi hai,Food & Recipes,Navigational,5979,23,2.39,0.89,Local Pack,34.5,15952,0.63,Amazon India,North India,Desktop,English-dominant Hinglish,False,True,summer drinks ghar pe banayein,,True,8
1310,85419617,summer drinks ghar pe banayein 2024,summer drinks घर पे banayein 2024,summer drinks ghar par banayein 2024,Food & Recipes,Navigational,30261,7,4.16,0.32,Knowledge Panel,45.9,78907,0.53,Swiggy,Gujarat,Desktop,Hinglish,False,True,summer drinks ghar pe banayein,2024,False,6
1311,FF53AC89,mast recipe drinks ghar pe banayein,mast recipe drinks घर पे banayein,mast recipar drinks ghar par banayein,Food & Recipes,Navigational,67188,11,0.67,0.87,Knowledge Panel,39.2,350621,0.78,Nykaa,Rajasthan,Mobile,Hindi-dominant Hinglish,True,True,summer drinks ghar pe banayein,,False,6
1312,CF8F0B22,biryani banane ka aasan tarika hindi mein,biryani banane का aasan tarika hindi में,biryani banane ka aasan tarika hindi me,Food & Recipes,Informational,33711,99,2.09,0.13,None,11.4,170750,0.49,Meesho,Maharashtra,Mobile,Hinglish,False,True,biryani banane ka aasan tarika,,False,7
1313,CF11FD34,paneer butter masala recipe,paneer butter masala recipe,paneer butter masala recipar,Food & Recipes,Commercial Investigation,32148,2,3.89,0.55,People Also Ask,29.6,68003,0.84,JioSaavn,UP & Bihar,Desktop,English-dominant Hinglish,False,True,paneer butter masala recipe,2024,False,4
1314,8A7C6001,healthy breakfast ideas indian ghar ka khana,healthy breakfast ideas indian घर का khana,healthy breakfast ideas indian ghar ka khana,Food & Recipes,Navigational,40525,18,3.02,0.78,People Also Ask,21.9,274756,0.36,Nykaa,West Bengal,Tablet,Hinglish,True,True,healthy breakfast ideas indian,,False,7
1315,6F1573C9,dahi vada recipe easy 2024,dahi vada recipe easy 2024,dahi vada recipar easy 2024,Food & Recipes,Commercial Investigation,12983,66,2.25,0.47,None,45.4,65445,0.43,Flipkart Search,Rajasthan,Tablet,Hinglish,False,True,dahi vada recipe easy,,False,5
1316,A1F0E7A2,instant noodles jugaad ghar ka khana,instant noodles jugaad घर का khana,instant noodles jugaad ghar ka khana,Food & Recipes,Commercial Investigation,46962,4,0.44,0.63,None,22.7,202390,0.4,Flipkart Search,Tamil Nadu,Desktop,Hinglish,True,True,instant noodles jugaad recipe,,False,6
1317,FD8FD057,momos recipe hindi mein jugaad,momos recipe hindi में jugaad,momos recipar hindi me jugaad,Food & Recipes,Navigational,67586,2,2.59,0.25,People Also Ask,34.1,382898,0.6,Nykaa,North India,Desktop,Hindi-dominant Hinglish,True,True,momos recipe hindi mein,,False,5
1318,EB55145C,ghar ghar ka khana pizza kaise banayein,घर घर का khana pizza कैसे banayein,ghar ghar ka khana pizza kaifrom banayein,Food & Recipes,Transactional,70587,78,0.05,0.2,Image Pack,24.5,391487,0.48,JioSaavn,West Bengal,Tablet,English-dominant Hinglish,True,True,ghar mein pizza kaise banayein,2024,False,7
1319,557EF3F6,weight loss ke liye kya khayein swadisht,weight loss के liye क्या khayein swadisht,weight loss ke liye kya khayein swadisht,Food & Recipes,Commercial Investigation,56963,42,4.39,0.92,People Also Ask,2.2,360196,0.5,Amazon India,Pan India,Tablet,Hinglish,True,True,weight loss ke liye kya khayein,2024,False,7
1320,2F61E9A6,kya instant noodles jugaad recipe sahi hai,क्या instant noodles jugaad recipe sahi है,kya instant noodles jugaad recipar sahi hai,Food & Recipes,Transactional,9594,91,4.24,0.53,Featured Snippet,47.7,50040,0.62,Swiggy,North India,Desktop,Hindi-dominant Hinglish,True,True,instant noodles jugaad recipe,2024,True,7
1321,13478E9B,dahi vada ghar ka khana easy,dahi vada घर का khana easy,dahi vada ghar ka khana easy,Food & Recipes,Transactional,77462,46,3.91,0.17,None,26.8,608113,0.36,YouTube,Rajasthan,Tablet,Hindi-dominant Hinglish,True,True,dahi vada recipe easy,2024,False,6
1322,18FC9DF1,biryani banane ka aasan tarika,biryani banane का aasan tarika,biryani banane ka aasan tarika,Food & Recipes,Informational,7450,84,1.66,0.73,Featured Snippet,28.5,57076,0.4,Flipkart Search,Delhi NCR,Desktop,English-dominant Hinglish,False,True,biryani banane ka aasan tarika,2025,False,5
1323,89EF333A,aate ki roti perfect kaise banayein mast recipe,aate की roti perfect कैसे banayein mast recipe,aate ki roti parrfect kaifrom banayein mast recipar,Food & Recipes,Informational,45920,82,2.11,0.28,Knowledge Panel,8.3,287094,0.37,JioSaavn,Pan India,Mobile,English-dominant Hinglish,True,True,aate ki roti perfect kaise banayein,,False,8
1324,7512A6B2,poha banane ka sahi tarika 2024,poha banane का sahi tarika 2024,poha banane ka sahi tarika 2024,Food & Recipes,Commercial Investigation,1829,9,2.91,0.61,None,32.5,7516,0.83,Google India,Tamil Nadu,Desktop,Hinglish,False,True,poha banane ka sahi tarika,2025,False,6
1325,9207A65F,south chatpata breakfast recipe,south chatpata breakfast recipe,south chatpata breakfast recipar,Food & Recipes,Navigational,19660,24,0.77,0.11,People Also Ask,39.3,34837,0.39,JioSaavn,North India,Tablet,English-dominant Hinglish,True,True,south indian breakfast recipe,2025,False,4
1326,F58C18E6,smoothie banane ke tips,smoothie banane के tips,smoothie banane ke tips,Food & Recipes,Navigational,83846,26,0.14,0.74,None,29.1,508221,0.38,Amazon India,South India,Desktop,English-dominant Hinglish,False,True,smoothie banane ke tips,2025,False,4
1327,5D6B2BF8,momos recipe hindi mein mast recipe,momos recipe hindi में mast recipe,momos recipar hindi me mast recipar,Food & Recipes,Transactional,31454,61,4.26,0.83,Featured Snippet,47.4,109553,0.72,Meesho,Tamil Nadu,Tablet,Hinglish,True,True,momos recipe hindi mein,,False,6
1328,3539787C,paneer butter ghar ka khana recipe,paneer butter घर का khana recipe,paneer butter ghar ka khana recipar,Food & Recipes,Commercial Investigation,48266,53,3.07,0.81,Local Pack,47.0,167750,0.5,Google India,Gujarat,Tablet,Hindi-dominant Hinglish,True,True,paneer butter masala recipe,2024,False,6
1329,80B18F70,smoothie banane ke tips hindi mein,smoothie banane के tips hindi में,smoothie banane ke tips hindi me,Food & Recipes,Transactional,33442,43,3.27,0.84,People Also Ask,10.7,240146,0.49,Nykaa,Rajasthan,Tablet,English-dominant Hinglish,False,True,smoothie banane ke tips,,False,6
1330,93BEF283,street food ghar pe kaise banayein,street food घर पे कैसे banayein,street food ghar par kaifrom banayein,Food & Recipes,Transactional,35183,65,0.93,0.95,Image Pack,41.8,248229,0.65,JioSaavn,West Bengal,Tablet,English-dominant Hinglish,False,True,street food ghar pe kaise banayein,2024,False,6
1331,9ECB028D,paneer butter masala recipe swadisht,paneer butter masala recipe swadisht,paneer butter masala recipar swadisht,Food & Recipes,Transactional,57008,51,3.74,0.53,Video Carousel,25.9,87207,0.59,Flipkart Search,Pan India,Tablet,Hindi-dominant Hinglish,True,True,paneer butter masala recipe,,False,5
1332,D000BCAA,kya keto diet indian food sahi hai,क्या keto diet indian food sahi है,kya keto diet indian food sahi hai,Food & Recipes,Commercial Investigation,38206,32,0.76,0.33,None,22.1,299538,0.43,Zepto,Maharashtra,Tablet,English-dominant Hinglish,False,True,keto diet indian food,,True,7
1333,F90CEF3B,poha banane ka jugaad tarika,poha banane का jugaad tarika,poha banane ka jugaad tarika,Food & Recipes,Informational,44299,69,0.19,1.0,None,14.2,116800,0.32,Amazon India,West Bengal,Mobile,Hindi-dominant Hinglish,True,True,poha banane ka sahi tarika,2025,False,5
1334,687D6BE5,dry fruits ke fayde chatpata,dry fruits के fayde chatpata,dry fruits ke fayde chatpata,Food & Recipes,Informational,21751,94,3.71,0.78,People Also Ask,22.9,131161,0.61,JioSaavn,Delhi NCR,Mobile,English-dominant Hinglish,True,True,dry fruits ke fayde,,False,5
1335,BB8C728F,biryani ghar ka khana ka aasan tarika,biryani घर का khana का aasan tarika,biryani ghar ka khana ka aasan tarika,Food & Recipes,Transactional,64328,19,3.81,0.93,Local Pack,28.4,154071,0.33,Meesho,Pan India,Mobile,English-dominant Hinglish,True,True,biryani banane ka aasan tarika,2025,False,7
1336,4570CFB9,ghar mein pizza kaise banayein hindi mein,घर में pizza कैसे banayein hindi में,ghar me pizza kaifrom banayein hindi me,Food & Recipes,Navigational,14509,46,0.22,0.69,Knowledge Panel,11.3,30648,0.83,Google India,Delhi NCR,Desktop,Hinglish,False,True,ghar mein pizza kaise banayein,2024,False,7
1337,808E3465,ghar mein pizza kaise banayein,घर में pizza कैसे banayein,ghar me pizza kaifrom banayein,Food & Recipes,Transactional,8584,18,4.09,0.87,None,40.1,23370,0.72,JioSaavn,Maharashtra,Desktop,English-dominant Hinglish,False,True,ghar mein pizza kaise banayein,,False,5
1338,62057C43,aate ki roti perfect kaise banayein tadka,aate की roti perfect कैसे banayein tadka,aate ki roti parrfect kaifrom banayein tadka,Food & Recipes,Transactional,13281,15,0.68,0.42,Image Pack,8.3,90460,0.79,Google India,Delhi NCR,Mobile,Hindi-dominant Hinglish,True,True,aate ki roti perfect kaise banayein,2025,False,7
1339,94938204,rajma chawal easy recipe 2024,rajma chawal easy recipe 2024,rajma chawal easy recipar 2024,Food & Recipes,Transactional,88658,49,4.08,0.3,Featured Snippet,18.2,544974,0.41,Google India,Rajasthan,Desktop,Hindi-dominant Hinglish,False,True,rajma chawal easy recipe,2025,False,5
1340,95FE946E,coconut tadka recipe,coconut tadka recipe,coconut tadka recipar,Food & Recipes,Commercial Investigation,44955,11,1.2,0.18,Featured Snippet,15.9,330967,0.56,YouTube,UP & Bihar,Mobile,Hindi-dominant Hinglish,True,True,coconut chutney recipe,2025,False,3
1341,2A21ECE2,street food ghar pe kaise banayein hindi mein,street food घर पे कैसे banayein hindi में,street food ghar par kaifrom banayein hindi me,Food & Recipes,Commercial Investigation,41081,97,3.09,0.27,Knowledge Panel,10.8,172633,0.76,Google India,Gujarat,Mobile,Hindi-dominant Hinglish,False,True,street food ghar pe kaise banayein,2025,False,8
1342,E8EF14BD,maggi pe naya twist 2024,maggi पे naya twist 2024,maggi par naya twist 2024,Food & Recipes,Navigational,32891,50,0.47,0.97,None,37.6,212351,0.7,YouTube,West Bengal,Desktop,Hindi-dominant Hinglish,False,True,maggi pe naya twist,2025,False,5
1343,19FDEA59,chatpata fruits ke fayde,chatpata fruits के fayde,chatpata fruits ke fayde,Food & Recipes,Commercial Investigation,33828,13,0.82,0.56,Featured Snippet,8.8,147946,0.73,Zepto,Delhi NCR,Tablet,Hinglish,True,True,dry fruits ke fayde,,False,4
1344,41856953,dry fruits ke fayde,dry fruits के fayde,dry fruits ke fayde,Food & Recipes,Navigational,81552,8,1.94,0.93,Featured Snippet,22.4,625816,0.63,Nykaa,Maharashtra,Mobile,Hinglish,False,True,dry fruits ke fayde,2025,False,4
1345,48516933,healthy breakfast ideas indian lajawab,healthy breakfast ideas indian lajawab,healthy breakfast ideas indian lajawab,Food & Recipes,Transactional,7874,40,1.54,0.73,Knowledge Panel,40.4,23457,0.53,Zepto,South India,Mobile,English-dominant Hinglish,True,False,healthy breakfast ideas indian,2024,False,5
1346,7BF55F77,kya street food ghar pe kaise banayein sahi hai,क्या street food घर पे कैसे banayein sahi है,kya street food ghar par kaifrom banayein sahi hai,Food & Recipes,Informational,28321,36,3.53,0.36,Local Pack,30.8,69220,0.38,Zepto,West Bengal,Mobile,English-dominant Hinglish,False,True,street food ghar pe kaise banayein,2024,True,9
1347,3DFD105E,momos recipe hindi mein 2024,momos recipe hindi में 2024,momos recipar hindi me 2024,Food & Recipes,Navigational,52625,39,1.68,0.33,Image Pack,22.6,341336,0.56,Flipkart Search,Maharashtra,Mobile,Hinglish,False,True,momos recipe hindi mein,2025,False,5
1348,9C6DE0C7,jugaad mein pizza kaise banayein,jugaad में pizza कैसे banayein,jugaad me pizza kaifrom banayein,Food & Recipes,Informational,24322,78,2.76,0.77,Knowledge Panel,5.2,67166,0.65,Meesho,Delhi NCR,Tablet,Hinglish,True,True,ghar mein pizza kaise banayein,,False,5
1349,3CCB9356,coconut chutney recipe lajawab,coconut chutney recipe lajawab,coconut chutney recipar lajawab,Food & Recipes,Commercial Investigation,26723,83,1.38,0.72,Image Pack,29.7,155503,0.77,Meesho,Maharashtra,Mobile,Hinglish,True,True,coconut chutney recipe,2025,False,4
1350,2B2AEBFB,kya paneer butter masala recipe sahi hai,क्या paneer butter masala recipe sahi है,kya paneer butter masala recipar sahi hai,Food & Recipes,Transactional,15658,87,2.91,0.2,Featured Snippet,7.2,71088,0.67,Nykaa,South India,Tablet,English-dominant Hinglish,False,True,paneer butter masala recipe,2025,True,7
1351,DC4547FD,biryani banane ka aasan tarika 2024,biryani banane का aasan tarika 2024,biryani banane ka aasan tarika 2024,Food & Recipes,Navigational,8518,58,1.0,0.65,Image Pack,25.0,53258,0.71,YouTube,Gujarat,Mobile,English-dominant Hinglish,False,True,biryani banane ka aasan tarika,,False,6
1352,5C68C3BE,swadisht ki roti perfect kaise banayein,swadisht की roti perfect कैसे banayein,swadisht ki roti parrfect kaifrom banayein,Food & Recipes,Navigational,20497,21,0.49,0.71,People Also Ask,38.9,95235,0.54,YouTube,West Bengal,Desktop,Hinglish,True,True,aate ki roti perfect kaise banayein,2025,False,6
1353,A424155C,rajma chawal easy recipe lajawab,rajma chawal easy recipe lajawab,rajma chawal easy recipar lajawab,Food & Recipes,Commercial Investigation,18044,73,2.34,0.41,People Also Ask,36.7,99636,0.63,Google India,Tamil Nadu,Tablet,Hindi-dominant Hinglish,True,True,rajma chawal easy recipe,2025,False,5
1354,D8EEC7A0,keto diet indian food 2024,keto diet indian food 2024,keto diet indian food 2024,Food & Recipes,Transactional,25855,8,1.18,0.8,Featured Snippet,13.0,174390,0.51,Google India,South India,Mobile,Hinglish,False,True,keto diet indian food,2025,False,5
1355,6A455041,south indian breakfast ghar ka khana,south indian breakfast घर का khana,south indian breakfast ghar ka khana,Food & Recipes,Navigational,72838,79,0.2,0.64,Knowledge Panel,20.4,323533,0.58,Amazon India,West Bengal,Mobile,Hinglish,True,True,south indian breakfast recipe,2024,False,6
1356,04E296D3,kadhi recipe punjabi style hindi mein,kadhi recipe punjabi style hindi में,kadhi recipar punjabi style hindi me,Food & Recipes,Informational,85109,100,0.26,0.72,Image Pack,4.4,292296,0.67,JioSaavn,Delhi NCR,Desktop,English-dominant Hinglish,False,True,kadhi recipe punjabi style,,False,6
1357,0589DB0E,weight loss ke liye kya khayein ghar ka khana,weight loss के liye क्या khayein घर का khana,weight loss ke liye kya khayein ghar ka khana,Food & Recipes,Informational,19262,31,3.56,0.22,Featured Snippet,37.8,34961,0.39,YouTube,Maharashtra,Tablet,English-dominant Hinglish,True,True,weight loss ke liye kya khayein,2024,False,9
1358,4021A45C,paneer butter masala recipe hindi mein,paneer butter masala recipe hindi में,paneer butter masala recipar hindi me,Food & Recipes,Informational,32040,32,1.3,0.1,Featured Snippet,9.3,184998,0.43,Zepto,Delhi NCR,Mobile,Hinglish,False,True,paneer butter masala recipe,2024,False,6
1359,2FA0BF63,instant noodles jugaad recipe tadka,instant noodles jugaad recipe tadka,instant noodles jugaad recipar tadka,Food & Recipes,Navigational,22881,5,3.48,0.75,Knowledge Panel,42.2,67377,0.65,YouTube,Gujarat,Tablet,Hinglish,True,True,instant noodles jugaad recipe,2024,False,5
1360,F9B5251A,dry fruits lajawab fayde,dry fruits lajawab fayde,dry fruits lajawab fayde,Food & Recipes,Informational,70547,73,3.06,0.64,Knowledge Panel,35.6,339812,0.56,Swiggy,Maharashtra,Tablet,Hindi-dominant Hinglish,True,False,dry fruits ke fayde,,False,4
1361,7E46ED9D,street food ghar pe kaise banayein swadisht,street food घर पे कैसे banayein swadisht,street food ghar par kaifrom banayein swadisht,Food & Recipes,Informational,63813,55,2.2,0.33,Featured Snippet,48.4,419476,0.69,Google India,West Bengal,Mobile,Hinglish,True,True,street food ghar pe kaise banayein,2024,False,7
1362,AE46F9CE,aate ki roti perfect kaise mast recipe,aate की roti perfect कैसे mast recipe,aate ki roti parrfect kaifrom mast recipar,Food & Recipes,Transactional,59967,15,1.98,0.58,Image Pack,11.6,130565,0.63,Meesho,Pan India,Tablet,English-dominant Hinglish,True,True,aate ki roti perfect kaise banayein,2024,False,7
1363,35E0099E,bina oven ke cake kaise banayein,bina oven के cake कैसे banayein,bina oven ke cake kaifrom banayein,Food & Recipes,Informational,69448,48,0.41,0.37,None,30.7,268200,0.44,YouTube,UP & Bihar,Desktop,English-dominant Hinglish,False,True,bina oven ke cake kaise banayein,2024,False,6
1364,E471A66F,samosa filling recipe tadka,samosa filling recipe tadka,samosa filling recipar tadka,Food & Recipes,Commercial Investigation,80949,51,1.58,0.49,None,37.0,352511,0.34,YouTube,UP & Bihar,Mobile,Hindi-dominant Hinglish,True,True,samosa filling recipe,2024,False,4
1365,BE7999D5,kya smoothie banane ke tips sahi hai,क्या smoothie banane के tips sahi है,kya smoothie banane ke tips sahi hai,Food & Recipes,Navigational,88669,65,2.28,0.46,None,41.6,364537,0.37,Nykaa,Maharashtra,Tablet,Hindi-dominant Hinglish,False,True,smoothie banane ke tips,2025,True,7
1366,31AF3EF6,smoothie banane ke tips 2024,smoothie banane के tips 2024,smoothie banane ke tips 2024,Food & Recipes,Transactional,71390,29,4.23,0.28,Local Pack,37.6,350588,0.77,Swiggy,Maharashtra,Desktop,Hinglish,False,True,smoothie banane ke tips,2024,False,5
1367,35336EDC,dal makhani recipe ghar ka khana,dal makhani recipe घर का khana,dal makhani recipar ghar ka khana,Food & Recipes,Transactional,21841,94,0.67,0.81,Knowledge Panel,21.8,57734,0.79,Nykaa,North India,Desktop,Hindi-dominant Hinglish,True,True,dal makhani recipe hindi,,False,6
1368,A305B017,poha banane ka sahi tarika,poha banane का sahi tarika,poha banane ka sahi tarika,Food & Recipes,Informational,28727,1,1.37,0.37,Featured Snippet,10.1,62186,0.64,Swiggy,Gujarat,Mobile,English-dominant Hinglish,False,True,poha banane ka sahi tarika,,False,5
1369,5D0B1AD5,samosa filling mast recipe,samosa filling mast recipe,samosa filling mast recipar,Food & Recipes,Commercial Investigation,29822,15,2.72,0.86,Video Carousel,48.9,117832,0.51,Nykaa,Delhi NCR,Desktop,Hinglish,True,True,samosa filling recipe,2025,False,4
1370,C11130A7,aate ki roti perfect kaise banayein hindi mein,aate की roti perfect कैसे banayein hindi में,aate ki roti parrfect kaifrom banayein hindi me,Food & Recipes,Informational,77846,66,4.07,0.1,Video Carousel,34.5,228032,0.45,Nykaa,Rajasthan,Tablet,Hinglish,False,True,aate ki roti perfect kaise banayein,,False,8
1371,57CA01D3,intermittent fasting kya hota hai,intermittent fasting क्या होता है,intermittent fasting kya hota hai,Food & Recipes,Informational,29963,52,3.29,0.96,None,47.5,182629,0.73,Meesho,UP & Bihar,Mobile,English-dominant Hinglish,False,True,intermittent fasting kya hota hai,2024,False,5
1372,6528046A,chole bhature ghar pe jugaad,chole bhature घर पे jugaad,chole bhature ghar par jugaad,Food & Recipes,Informational,86780,83,0.8,0.16,People Also Ask,37.4,158305,0.8,Meesho,UP & Bihar,Mobile,Hindi-dominant Hinglish,True,True,chole bhature ghar pe,,False,5
1373,048511F5,kya biryani banane ka aasan tarika sahi hai,क्या biryani banane का aasan tarika sahi है,kya biryani banane ka aasan tarika sahi hai,Food & Recipes,Commercial Investigation,19125,75,0.47,0.53,Video Carousel,27.3,31226,0.59,Flipkart Search,Rajasthan,Mobile,Hindi-dominant Hinglish,False,True,biryani banane ka aasan tarika,2025,True,8
1374,A59925F9,summer chatpata ghar pe banayein,summer chatpata घर पे banayein,summer chatpata ghar par banayein,Food & Recipes,Commercial Investigation,76565,99,4.45,0.5,Knowledge Panel,36.6,508037,0.64,Google India,Tamil Nadu,Desktop,English-dominant Hinglish,True,True,summer drinks ghar pe banayein,,False,5
1375,1B9940D1,south indian breakfast recipe,south indian breakfast recipe,south indian breakfast recipar,Food & Recipes,Transactional,33135,74,2.17,0.38,Image Pack,25.0,78740,0.81,Swiggy,UP & Bihar,Tablet,Hinglish,False,True,south indian breakfast recipe,2024,False,4
1376,47F6E1F4,dry fruits ke fayde tadka,dry fruits के fayde tadka,dry fruits ke fayde tadka,Food & Recipes,Transactional,36689,70,3.85,0.6,People Also Ask,47.1,79359,0.59,Meesho,Rajasthan,Tablet,Hinglish,True,True,dry fruits ke fayde,2024,False,5
1377,96691028,bina oven ke cake kaise banayein 2024,bina oven के cake कैसे banayein 2024,bina oven ke cake kaifrom banayein 2024,Food & Recipes,Transactional,56810,10,2.24,0.85,People Also Ask,47.8,255445,0.39,JioSaavn,North India,Desktop,Hinglish,False,True,bina oven ke cake kaise banayein,2025,False,7
1378,7018A0D8,jugaad bhature ghar pe,jugaad bhature घर पे,jugaad bhature ghar par,Food & Recipes,Commercial Investigation,58903,23,3.36,0.47,Featured Snippet,4.5,302973,0.57,Nykaa,UP & Bihar,Desktop,English-dominant Hinglish,True,True,chole bhature ghar pe,,False,4
1379,D2FABB0A,keto diet indian food hindi mein,keto diet indian food hindi में,keto diet indian food hindi me,Food & Recipes,Informational,27790,68,3.85,0.2,People Also Ask,25.5,190401,0.41,Zepto,South India,Tablet,Hinglish,False,True,keto diet indian food,2025,False,6
1380,ED6AA0F5,kadhi recipe punjabi style tadka,kadhi recipe punjabi style tadka,kadhi recipar punjabi style tadka,Food & Recipes,Navigational,64817,45,0.89,0.48,Featured Snippet,4.8,450106,0.37,Nykaa,Maharashtra,Tablet,Hinglish,True,True,kadhi recipe punjabi style,,False,5
1381,B9932D5C,kya momos recipe hindi mein sahi hai,क्या momos recipe hindi में sahi है,kya momos recipar hindi me sahi hai,Food & Recipes,Informational,69159,43,1.24,0.85,None,30.5,406074,0.43,Google India,Delhi NCR,Tablet,English-dominant Hinglish,False,True,momos recipe hindi mein,,True,7
1382,C1E34292,coconut chutney recipe 2024,coconut chutney recipe 2024,coconut chutney recipar 2024,Food & Recipes,Transactional,38878,48,2.35,0.91,Image Pack,30.3,117556,0.75,JioSaavn,West Bengal,Tablet,Hindi-dominant Hinglish,False,True,coconut chutney recipe,,False,4
1383,53C82D11,keto tadka indian food,keto tadka indian food,keto tadka indian food,Food & Recipes,Navigational,71948,98,3.75,0.24,People Also Ask,44.7,471386,0.8,Amazon India,Maharashtra,Tablet,English-dominant Hinglish,True,True,keto diet indian food,2024,False,4
1384,AC482CE2,coconut chutney recipe hindi mein,coconut chutney recipe hindi में,coconut chutney recipar hindi me,Food & Recipes,Navigational,57502,35,0.36,0.86,Local Pack,41.8,397026,0.8,Zepto,North India,Tablet,English-dominant Hinglish,False,True,coconut chutney recipe,2025,False,5
1385,FB962478,maggi pe naya twist lajawab,maggi पे naya twist lajawab,maggi par naya twist lajawab,Food & Recipes,Navigational,23627,14,3.69,0.73,Knowledge Panel,13.8,123200,0.52,JioSaavn,Gujarat,Mobile,Hinglish,True,True,maggi pe naya twist,2025,False,5
1386,FD20303E,chole bhature ghar swadisht,chole bhature घर swadisht,chole bhature ghar swadisht,Food & Recipes,Transactional,12901,27,3.27,0.3,Local Pack,44.8,39675,0.33,JioSaavn,North India,Desktop,Hindi-dominant Hinglish,True,False,chole bhature ghar pe,2025,False,4
1387,E85A437C,maggi pe naya twist chatpata,maggi पे naya twist chatpata,maggi par naya twist chatpata,Food & Recipes,Transactional,78456,52,2.37,0.7,None,27.4,519668,0.5,Google India,UP & Bihar,Desktop,English-dominant Hinglish,True,True,maggi pe naya twist,2024,False,5
1388,D79D71B2,weight loss ke ghar ka khana kya khayein,weight loss के घर का khana क्या khayein,weight loss ke ghar ka khana kya khayein,Food & Recipes,Informational,82627,36,4.12,0.67,Image Pack,47.3,300435,0.79,Flipkart Search,North India,Desktop,Hindi-dominant Hinglish,True,True,weight loss ke liye kya khayein,2024,False,8
1389,D87ABAB9,aate ki roti perfect kaise banayein lajawab,aate की roti perfect कैसे banayein lajawab,aate ki roti parrfect kaifrom banayein lajawab,Food & Recipes,Informational,54958,52,2.31,0.94,Video Carousel,7.7,253269,0.55,JioSaavn,UP & Bihar,Desktop,Hinglish,True,True,aate ki roti perfect kaise banayein,2025,False,7
